Features_2022,Features_2021,Features_2020,Features_2019,Features_2018
문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-6,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-6,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-6,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-6,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-6
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-3,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-3,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-3,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-3,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-3
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-5
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-6
문A2-2) 프로그램 형태__(5)문화예술스포츠교육_3,0,문A2-2) 프로그램 형태__(5)문화예술스포츠교육_3,문A2-2) 프로그램 형태__(5)문화예술스포츠교육_3,문A2-2) 프로그램 형태__(5)문화예술스포츠교육_3
문A2-3) 기관 유형__(6)시민참여교육_3,문A2-3) 기관 유형__(6)시민참여교육_3,문A2-3) 기관 유형__(6)시민참여교육_3,문A2-3) 기관 유형__(6)시민참여교육_3,문A2-3) 기관 유형__(6)시민참여교육_3
문A2-5) 참여목적__(6)시민참여교육_3,문A2-5) 참여목적__(6)시민참여교육_3,문A2-5) 참여목적__(6)시민참여교육_3,문A2-5) 참여목적__(6)시민참여교육_3,문A2-5) 참여목적__(6)시민참여교육_3
문A2-6) 연간참여시간__(6)시민참여교육_3,문A2-6) 연간참여시간__(6)시민참여교육_3,문A2-6) 연간참여시간__(6)시민참여교육_3,문A2-6) 연간참여시간__(6)시민참여교육_3,문A2-6) 연간참여시간__(6)시민참여교육_3
문A2-10) 프로그램만족도__(4)인문교양교육_3,문A2-10) 프로그램만족도__(4)인문교양교육_3,문A2-10) 프로그램만족도__(4)인문교양교육_3,문A2-10) 프로그램만족도__(4)인문교양교육_3,문A2-10) 프로그램만족도__(4)인문교양교육_3
문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-4
문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(4)인문교양교육_3-6
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-1,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-1,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-1,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-1,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-1
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-2
문A2-8) 학습비 외부 지원여부__(5)문화예술스포츠교육_1,문A2-8) 학습비 외부 지원여부__(5)문화예술스포츠교육_1,문A2-8) 학습비 외부 지원여부__(5)문화예술스포츠교육_1,문A2-8) 학습비 외부 지원여부__(5)문화예술스포츠교육_1,문A2-8) 학습비 외부 지원여부__(5)문화예술스포츠교육_1
문A3-1) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__건강 관리,문A3-1) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__건강 관리,문A3-1) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__건강 관리,문A3-1) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__건강 관리,문A3-1) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__건강 관리
문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-5
문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_1-7,0
문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등
문A3-6) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__성과급^ 연봉 등 소득 증대,문A3-6) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__성과급^ 연봉 등 소득 증대,문A3-6) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__성과급^ 연봉 등 소득 증대,문A3-6) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__성과급^ 연봉 등 소득 증대,문A3-6) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__성과급^ 연봉 등 소득 증대
문A2-6) 연간참여시간__(5)문화예술스포츠교육_2,문A2-6) 연간참여시간__(5)문화예술스포츠교육_2,문A2-6) 연간참여시간__(5)문화예술스포츠교육_2,문A2-6) 연간참여시간__(5)문화예술스포츠교육_2,문A2-6) 연간참여시간__(5)문화예술스포츠교육_2
문A3-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여,문A3-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여,문A3-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여,문A3-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여,문A3-8) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__사회참여
문A3-10) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__기타,문A3-10) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__기타,문A3-10) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__기타,문A3-10) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__기타,문A3-10) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__기타
문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-3,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-3,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-3,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-3,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-3
문B1-5) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__학습을 목적으로 텔레비전^ 라디오 등을 활용해서 새로운 지식을 습득한 적이 있다,문B1-5) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__학습을 목적으로 텔레비전^ 라디오 등을 활용해서 새로운 지식을 습득한 적이 있다,문B1-5) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__학습을 목적으로 텔레비전^ 라디오 등을 활용해서 새로운 지식을 습득한 적이 있다,문B1-5) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__학습을 목적으로 텔레비전^ 라디오 등을 활용해서 새로운 지식을 습득한 적이 있다,문B1-5) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__학습을 목적으로 텔레비전^ 라디오 등을 활용해서 새로운 지식을 습득한 적이 있다
문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-5,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-5,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-5,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-5,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-5
문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-7,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-7,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-7,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_2-7,0
문B1-7) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__역사적·자연적·산업적 장소를 방문해서 지식을 습득한 적이 있다,문B1-7) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__역사적·자연적·산업적 장소를 방문해서 지식을 습득한 적이 있다,문B1-7) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__역사적·자연적·산업적 장소를 방문해서 지식을 습득한 적이 있다,문B1-7) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__역사적·자연적·산업적 장소를 방문해서 지식을 습득한 적이 있다,문B1-7) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__역사적·자연적·산업적 장소를 방문해서 지식을 습득한 적이 있다
문A2-6) 연간참여시간__(5)문화예술스포츠교육_3,0,문A2-6) 연간참여시간__(5)문화예술스포츠교육_3,문A2-6) 연간참여시간__(5)문화예술스포츠교육_3,문A2-6) 연간참여시간__(5)문화예술스포츠교육_3
문A2-7) 자기부담학습비__(5)문화예술스포츠교육_3,0,문A2-7) 자기부담학습비__(5)문화예술스포츠교육_3,문A2-7) 자기부담학습비__(5)문화예술스포츠교육_3,문A2-7) 자기부담학습비__(5)문화예술스포츠교육_3
문B1-11) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__기타,문B1-11) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__기타,문B1-11) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__기타,문B1-11) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__기타,문B1-11) 귀하께서는 작년에 다음과 같은 학습에 참여해 본 적이 있으십니까?__기타
문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_3-1,0,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_3-1,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_3-1,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_3-1
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)7,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)7,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)7,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)7,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)7
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)10,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)10,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)10,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)10,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)10
문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_3-4,0,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_3-4
문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_3-6,0,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_3-6
문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_3-7,0,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_3-7,문A2-11) 프로그램 불만족 요인(중복응답)__(5)문화예술스포츠교육_3-7,0
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)13,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)13,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)13,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)13,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)13
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)14,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)14,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)14,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)14,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)14
문A2-3) 기관 유형__(6)시민참여교육_1,문A2-3) 기관 유형__(6)시민참여교육_1,문A2-3) 기관 유형__(6)시민참여교육_1,문A2-3) 기관 유형__(6)시민참여교육_1,문A2-3) 기관 유형__(6)시민참여교육_1
문A2-6) 연간참여시간__(6)시민참여교육_1,문A2-6) 연간참여시간__(6)시민참여교육_1,문A2-6) 연간참여시간__(6)시민참여교육_1,문A2-6) 연간참여시간__(6)시민참여교육_1,문A2-6) 연간참여시간__(6)시민참여교육_1
문A2-8) 학습비 외부 지원여부__(6)시민참여교육_1,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_1,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_1,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_1,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_1
문A2-9) 학습비 외부 지원기관__(6)시민참여교육_1,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_1,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_1,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_1,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_1
문A2-10) 프로그램만족도__(6)시민참여교육_1,문A2-10) 프로그램만족도__(6)시민참여교육_1,문A2-10) 프로그램만족도__(6)시민참여교육_1,문A2-10) 프로그램만족도__(6)시민참여교육_1,문A2-10) 프로그램만족도__(6)시민참여교육_1
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-2
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-4
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-5
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-6
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_1-7,0
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)30,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)30,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)30,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)30,문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (중복응답)30
문A2-7) 자기부담학습비__(6)시민참여교육_2,문A2-7) 자기부담학습비__(6)시민참여교육_2,문A2-7) 자기부담학습비__(6)시민참여교육_2,문A2-7) 자기부담학습비__(6)시민참여교육_2,문A2-7) 자기부담학습비__(6)시민참여교육_2
문A2-10) 프로그램만족도__(6)시민참여교육_2,문A2-10) 프로그램만족도__(6)시민참여교육_2,문A2-10) 프로그램만족도__(6)시민참여교육_2,문A2-10) 프로그램만족도__(6)시민참여교육_2,문A2-10) 프로그램만족도__(6)시민참여교육_2
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-2,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-2
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-4
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_2-7,0
문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)2,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)2,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)2,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)2,문D1-1) 귀하께서는 평생교육 프로그램 관련 정보를 어떻게 얻으셨습니까? (중복응답)2
문A2-1) 프로그램 유형__(6)시민참여교육_3,문A2-1) 프로그램 유형__(6)시민참여교육_3,문A2-1) 프로그램 유형__(6)시민참여교육_3,문A2-1) 프로그램 유형__(6)시민참여교육_3,문A2-1) 프로그램 유형__(6)시민참여교육_3
문A2-2) 프로그램 형태__(6)시민참여교육_3,문A2-2) 프로그램 형태__(6)시민참여교육_3,문A2-2) 프로그램 형태__(6)시민참여교육_3,문A2-2) 프로그램 형태__(6)시민참여교육_3,문A2-2) 프로그램 형태__(6)시민참여교육_3
문A2-7) 자기부담학습비__(6)시민참여교육_3,문A2-7) 자기부담학습비__(6)시민참여교육_3,문A2-7) 자기부담학습비__(6)시민참여교육_3,문A2-7) 자기부담학습비__(6)시민참여교육_3,문A2-7) 자기부담학습비__(6)시민참여교육_3
문A2-8) 학습비 외부 지원여부__(6)시민참여교육_3,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_3,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_3,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_3,문A2-8) 학습비 외부 지원여부__(6)시민참여교육_3
문A2-9) 학습비 외부 지원기관__(6)시민참여교육_3,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_3,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_3,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_3,문A2-9) 학습비 외부 지원기관__(6)시민참여교육_3
문A2-10) 프로그램만족도__(6)시민참여교육_3,문A2-10) 프로그램만족도__(6)시민참여교육_3,문A2-10) 프로그램만족도__(6)시민참여교육_3,문A2-10) 프로그램만족도__(6)시민참여교육_3,문A2-10) 프로그램만족도__(6)시민참여교육_3
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-3,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-3,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-3,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-3,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-3
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-4,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-4
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-5,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-5
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-6,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-6
문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-7,문A2-11) 프로그램 불만족 요인(중복응답)__(6)시민참여교육_3-7,0
문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대,문A3-2) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__심리적 만족 및 행복감 증대
